processid,BOLDID,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,name,add. Name,morph,identification_provided_by,voucher_type,tissue_type,collectors,date,lifestage,sex,reproduction,extrainfo,notes,lat,lon,trapID,coord_source,coord_accuracy,country,province,region,exactsite,image_ids,image_urls,copyright_licenses,trace_ids,trace_links,run_dates,sequencing_centers,directions,seq_primers,marker_codes
NEONU1424-12,NEONTcarabid6125,3038368, ,carabid6125,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,, ,, ,,Carabidae,sp.,,David Hoekman, ,leg,Robert Nelson,8/20/2012,A, ,S,Contaminant, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744901|4744996,http://trace.boldsystems.org/traceIO/bold.org/6592163|http://trace.boldsystems.org/traceIO/bold.org/6592258,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1392-12,NEONTcarabid6116,3038336, ,carabid6116,"National Ecological Observatory Network, United States",BOLD:ACC4751,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,,Carabidae,sp.,,David Hoekman, ,leg,Robert Nelson,7/23/2012,A, ,S,Unresolved, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744869|4744964,http://trace.boldsystems.org/traceIO/bold.org/6592131|http://trace.boldsystems.org/traceIO/bold.org/6592226,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1422-12,NEONTcarabid6115,3038366, ,carabid6115,"National Ecological Observatory Network, United States",BOLD:ACC4751,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,,Selenophorus,sp.,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S,Unresolved, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744899|4744994,http://trace.boldsystems.org/traceIO/bold.org/6592161|http://trace.boldsystems.org/traceIO/bold.org/6592256,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1414-12,NEONTcarabid6123,3038358, ,carabid6123,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,, ,, ,,Carabidae,sp.,,Sean Hauser, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.104,-81.43,2, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4770142|4770148,http://trace.boldsystems.org/traceIO/bold.org/6617404|http://trace.boldsystems.org/traceIO/bold.org/6617410,2013-01-18 01:31:43|2013-01-18 03:02:40,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,R|F,MLepR2|C_LepFolF,COI-5P|COI-5P
NEONU1398-12,NEONTcarabid6122,3038342,carabid6122,carabid6122,"National Ecological Observatory Network, United States",BOLD:AAX4178,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,124873,Microlestes,,Carabidae,sp.,,Michael Thomas, ,leg,Robert Nelson,7/30/2012,A, ,S,DNA ID, ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744875|4744970,http://trace.boldsystems.org/traceIO/bold.org/6592137|http://trace.boldsystems.org/traceIO/bold.org/6592232,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1387-12,NEONTcarabid6109,3038331, ,carabid6109,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,171454,Selenophorus,,Selenophorus,sp.,,Michael Thomas, ,leg,Robert Nelson,7/30/2012,A, ,S,Contaminant, ,28.047,-81.402,7, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744864|4744959,http://trace.boldsystems.org/traceIO/bold.org/6592126|http://trace.boldsystems.org/traceIO/bold.org/6592221,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1397-12,NEONTcarabid6121,3038341, ,carabid6121,"National Ecological Observatory Network, United States",BOLD:ACC4583,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,379095,Amblygnathus,379096,Amblygnathus iripennis,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S,singleton, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4744874|4744969,http://trace.boldsystems.org/traceIO/bold.org/6592136|http://trace.boldsystems.org/traceIO/bold.org/6592231,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1466-12,NEONTcarabid6088,3038410, ,carabid6088,"National Ecological Observatory Network, United States",BOLD:ACU0733,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544715,Anisodactylus ,sp.,D3.A,David Hoekman, ,leg,Robert Nelson,8/20/2012,A, ,S,Unresolved, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4745374|4745469,http://trace.boldsystems.org/traceIO/bold.org/6592636|http://trace.boldsystems.org/traceIO/bold.org/6592731,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1468-12,NEONTcarabid6090,3038412, ,carabid6090,"National Ecological Observatory Network, United States",BOLD:ACE5724,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544715,Anisodactylus ,sp.,D3.A,David Hoekman, ,leg,Robert Nelson,7/23/2012,A, ,S,Unresolved, ,28.125,-81.433,1, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4745376|4745471,http://trace.boldsystems.org/traceIO/bold.org/6592638|http://trace.boldsystems.org/traceIO/bold.org/6592733,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1471-12,NEONTcarabid6093,3038415, ,carabid6093,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745379|4745474,http://trace.boldsystems.org/traceIO/bold.org/6592641|http://trace.boldsystems.org/traceIO/bold.org/6592736,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1473-12,NEONTcarabid6142,3038417, ,carabid6142,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745381|4745476,http://trace.boldsystems.org/traceIO/bold.org/6592643|http://trace.boldsystems.org/traceIO/bold.org/6592738,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1469-12,NEONTcarabid6091,3038413, ,carabid6091,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745377|4745472,http://trace.boldsystems.org/traceIO/bold.org/6592639|http://trace.boldsystems.org/traceIO/bold.org/6592734,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1474-12,NEONTcarabid6143,3038418, ,carabid6143,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745382|4745477,http://trace.boldsystems.org/traceIO/bold.org/6592644|http://trace.boldsystems.org/traceIO/bold.org/6592739,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1470-12,NEONTcarabid6092,3038414, ,carabid6092,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745378|4745473,http://trace.boldsystems.org/traceIO/bold.org/6592640|http://trace.boldsystems.org/traceIO/bold.org/6592735,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1472-12,NEONTcarabid6141,3038416, ,carabid6141,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.044,-81.422,4, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745380|4745475,http://trace.boldsystems.org/traceIO/bold.org/6592642|http://trace.boldsystems.org/traceIO/bold.org/6592737,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1467-12,NEONTcarabid6089,3038411, ,carabid6089,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S, , ,28.1,-81.414,6, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4745375|4745470,http://trace.boldsystems.org/traceIO/bold.org/6592637|http://trace.boldsystems.org/traceIO/bold.org/6592732,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1475-12,NEONTcarabid6144,3038419, ,carabid6144,"National Ecological Observatory Network, United States",BOLD:ACC4653,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24738,Anisodactylus,544703,Anisodactylus haplomus,,,Michael Thomas, ,leg,Robert Nelson,8/13/2012,A, ,S, , ,28.1,-81.414,6, ,,United States,Florida,Osceola County,Disney Wilderness Preserve,,,,4745383|4745478,http://trace.boldsystems.org/traceIO/bold.org/6592645|http://trace.boldsystems.org/traceIO/bold.org/6592740,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1413-12,NEONTcarabid6151,3038357, ,carabid6151,"National Ecological Observatory Network, United States",BOLD:AAD4676,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,160628,Cicindelinae,6184,Cicindela,18634,Cicindela punctulata,,,Michael Thomas, ,leg,Robert Nelson,8/6/2012,A, ,S, , ,28.064,-81.418,5, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744890|4744985,http://trace.boldsystems.org/traceIO/bold.org/6592152|http://trace.boldsystems.org/traceIO/bold.org/6592247,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1388-12,NEONTcarabid6110,3038332, ,carabid6110,"National Ecological Observatory Network, United States",BOLD:ACC4752,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,24729,Clivina,544705,Clivina ,sp.,D3.C,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S,Unresolved, ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744865|4744960,http://trace.boldsystems.org/traceIO/bold.org/6592127|http://trace.boldsystems.org/traceIO/bold.org/6592222,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1389-12,NEONTcarabid6111,3038333, ,carabid6111,"National Ecological Observatory Network, United States",BOLD:ACC4582,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,24729,Clivina,544704,Clivina ,sp.,D3.B,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S,Unresolved, ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744866|4744961,http://trace.boldsystems.org/traceIO/bold.org/6592128|http://trace.boldsystems.org/traceIO/bold.org/6592223,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1426-12,NEONTcarabid6112,3038370, ,carabid6112,"National Ecological Observatory Network, United States",BOLD:ACC4582,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,24729,Clivina,544704,Clivina ,sp.,D3.B,Michael Thomas, ,leg,Robert Nelson,8/13/2012,A, ,S,Unresolved, ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4745334|4745429,http://trace.boldsystems.org/traceIO/bold.org/6592596|http://trace.boldsystems.org/traceIO/bold.org/6592691,2013-01-08 10:38:48|2013-01-08 18:18:24,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1395-12,NEONTcarabid6119,3038339, ,carabid6119,"National Ecological Observatory Network, United States", ,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,24729,Clivina,544704,Clivina ,sp.,D3.B,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S,Unresolved, ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4770140|4770146,http://trace.boldsystems.org/traceIO/bold.org/6617402|http://trace.boldsystems.org/traceIO/bold.org/6617408,2013-01-18 01:31:43|2013-01-18 03:02:40,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,R|F,MLepR2|C_LepFolF,COI-5P|COI-5P
NEONU1390-12,NEONTcarabid6113,3038334, ,carabid6113,"National Ecological Observatory Network, United States",BOLD:ACC4582,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,286700,Scaritinae,24729,Clivina,544704,Clivina ,sp.,D3.B,Michael Thomas, ,leg,Robert Nelson,7/23/2012,A, ,S,Unresolved, ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744867|4744962,http://trace.boldsystems.org/traceIO/bold.org/6592129|http://trace.boldsystems.org/traceIO/bold.org/6592224,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
,7256,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7255,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7254,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7253,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7252,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7251,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7250,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7249,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7248,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7247,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7246,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7245,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7244,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7243,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7242,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7241,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7240,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7239,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7238,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/13/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7237,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7236,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7235,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7234,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7233,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7232,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7231,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7230,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7229,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7228,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7227,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7226,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7225,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7224,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7223,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/6/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7222,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7221,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7220,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7219,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7218,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7217,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7216,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7215,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7214,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7213,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7212,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7211,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7210,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7209,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7208,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/30/2012,,,,,,,,7,,,,,,,,,,,,,,,,
,7207,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,8/20/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7206,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7205,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7204,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7203,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7202,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7201,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7200,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7199,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/23/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7198,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7197,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7196,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7195,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7194,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7193,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
,7192,,,,,,,,,,,,,,,,,,,Clivina ,sp.,,,,,,7/16/2012,,,,,,,,1,,,,,,,,,,,,,,,,
NEONU1408-12,NEONTcarabid6146,3038352, ,carabid6146,"National Ecological Observatory Network, United States",BOLD:ACC4674,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24727,Cyclotrachelus,544706,Cyclotrachelus faber,,,Michael Thomas, ,leg,Robert Nelson,8/13/2012,A, ,S, , ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744885|4744980,http://trace.boldsystems.org/traceIO/bold.org/6592147|http://trace.boldsystems.org/traceIO/bold.org/6592242,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
NEONU1407-12,NEONTcarabid6145,3038351, ,carabid6145,"National Ecological Observatory Network, United States",BOLD:ACC4674,20,Arthropoda,82,Insecta,413,Coleoptera,948,Carabidae,2933,Harpalinae,24727,Cyclotrachelus,544706,Cyclotrachelus faber,,,Michael Thomas, ,leg,Robert Nelson,7/16/2012,A, ,S, , ,28.073,-81.429,3, ,,United States,Florida,Polk County,Disney Wilderness Preserve,,,,4744884|4744979,http://trace.boldsystems.org/traceIO/bold.org/6592146|http://trace.boldsystems.org/traceIO/bold.org/6592241,2013-01-08 19:50:45|2013-01-08 21:22:43,Biodiversity Institute of Ontario|Biodiversity Institute of Ontario,F|R,C_LepFolF|C_LepFolR,COI-5P|COI-5P
